sentence,difficulty
"We see them arriving from their alentus, sucking with their tense lips the short brown earth pipe, whose ash they shake on their thumb",C2
"Walter White is a professor of chemistry in a high school, and lives with his engine handicapped son and his pregnant wife in Albuquerque, in New Mexico.",B2
Do brain and beach bucket the communicating vases?,C2
I take the train on Sunday morning.,A1
"Thank you too, goodbye.",A2
"This phenomenon, continues the sociologist, results from both the employment crisis, which encourages everyone to be more mobile, and from an upheaval of values that cement society: ""Until the 1970s, the life projectIndividuals were mainly built from the categories of the happy family, from home ownership "".",B1
So come and settle with us!,A1
You owe money to all your friends because of this challenge.,A2
"It enters the vacant seat, still blowing, but does not sit.",B2
"In the ensuing chaos, a three -branched candelabra, symbol of spiritual light, is overthrown.",B2
It makes me hungry all that,A1
"To rest, we drank a glass on the terrace",A2
There is no difference in understanding abstract concepts or in solving complex problems.,B2
"Tomorrow, I'll go shopping.",A1
Thank you all for welcoming him!,B1
The strength of Marie Ndiaye's books lies in the indeterminate border between realism and dreamlike.,C2
"The figures prove it: in 2000, the girls represented only 43, 7% of the enforcement in S (for 82, 5% in the literary series), 22, 5% in engineering schools, and 14% in Polytechnique.",C1
The hero died herself from the suite of his injuries at the end of the film.,B1
"Languages are a system of signs, made up of lexicon, to build statements",C2
He fell his suitcases energetically and came to meet us with eagerness and determination.,C1
"Each year, you can buy professional equipment at low prices and, new this year, you can follow a class with a chef!",A2
"Another factor, a lower media coverage of women's sport, with ""less than 20% of the hourly volume of television sports retransmissions in 2016"", according to figures from the Superior Audiovisual Council (CSA) cited in the study.",C1
The factories are located in Mattighofen north of Salzburg.,B2
"As it was very beautiful, we walked along the Seine",A2
"It has been three weeks since the ship was immobilized accidentally on a reef, a rock in the sea, near the island.",B1
"Excuse me, I got lost.",A1
"After dinner, Arthur often gave me a little treat before I came out, and I was quietly dizzy in my basket",C1
"The motorcycle became a distinctive mark of freedom and, sometimes, of dispute.",B2
International trade left in the only hand of the liberal market does not allow farmers or artisans in the South to live with dignity of their work.,C1
One can however imagine the cheeses that could appear on a type cheese tray.,B2
I wish you Happy New Year full of happiness and joy bbonne continuation thank you Bachy for your message!,B1
"Serge, dad is on a trip until tomorrow.",A1
"""The police have pulled tear gas, rubber ammunition and real bullets,"" according to a rescuer.",B2
But that's all.,A2
The first two days I didn't understand anything at all!,A2
They had a big party every year.,A2
"The climate bill, which takes up certain proposals from the Citizen Convention, will be debated in the assembly at the end of March and in a special committee on Monday.",C1
I order you to shut up!,A2
"The favorable periods between 3 and 4 years and 10 and 13 years old, the capacity to learn languages is the strongest",C2
"At Easter, parents hide chocolate eggs in the house and the garden, and children have fun looking for them.",B1
"The devices can be recycled at around 85% of their weight, the stakes are important.",B2
Cruel paradox.,C1
My parents live in a building near my home,A1
Ten years of loyalty had inspired M. de P *** a whole confidence;He left the greatest freedom to Ellénore.,C2
"They saw nothing, if not a strong swirl that broke three -shaped, as if the liquid tablecloths had been violently beaten.",C1
