sentence,difficulty
La deuxième phase correspond à une période de bilinguisme émergent.,C1
"Il manifeste la volonté divine qui, sans échec, transforme le mal en bien.",C1
Les prêts qui nous ont été accordés pourraient être presque considérés comme des capitaux propres.,B2
"Il apparaît donc que l'accent mis sur la présence et la nature des instruments de congération spatiale peut cacher, en cas d'argavie et de solution, la facilité procédurale avec laquelle le territoire d'urbanisation indiqué dans le plan directeur peut rayonner.",C2
"Destiné à un large public intéressé par la connaissance de la nature, ce livre est particulièrement recommandé pour les professeurs de sciences biologiques!",C1
"Ce n'est vraiment pas un travail pour moi, c'est vraiment une passion!",A2
Non.,A1
"Si vous diminuez vos frais de gestion annuels, vous augmenterez vos bénéfices nets d'au moins trente pour cent.",C1
"De plus, nous assistons également à la perte d'une caractéristique très essentielle et d'épargne pour notre espèce: la faculté d'empathie",C2
Le député nous invite également à prendre en compte les nombreux avantages du vélo sur l'écologie et ses avantages pour la santé des employés qui sont plus aptes.,B2
"Malheureusement, une semaine s'est écoulée rapidement et nous reviendrons bientôt à Paris.",A1
Le temps sera gris,A2
Je vais en Grèce avec mon ami,A1
"Plus que jamais, ils auront le rôle essentiel de trouver de vrais talents parmi les dizaines de milliers de prétendants qui, grâce au livre numérique, rêvent déjà d'être publiés facilement.",B2
L'objectif est maintenant pour les scientifiques de trouver cette météorite sur le terrain!,B1
Je suis désolé,A1
"Quand il était à l'université, il a créé un groupe de rap avec son frère.",B1
Demain je célébrais mon anniversaire,A2
La journée n'est pas terminée pour le Théo qui doit rentrer chez lui pour faire ses devoirs.,A2
"C'était une terrible quinte qui se déchire la gorge; et, le visage rouge, le front sueur, il étouffa dans sa serviette.",C1
Puis-je utiliser les toilettes?,A1
Je t'écris de mes grands-parents à l'aigle en Normandie où je passe de grandes vacances depuis une semaine maintenant,A2
Appelez un docteur!,A1
"Restaurant de classe, costar, affiner le look séducteur, nous allons sur un impeccable",C1
Pour six personnes.,A1
"En raison de la progression démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs devront s'entraîner, d'ici 2050, autant d'étudiants que de l'histoire de l'humanité unie.",C1
"Nous avons déménagé en France, car elle a toujours aimé la culture de ce pays",A1
"Construisez un tel travail il y a quatre mille ans, vous deviez être visionnaire.",B2
J'ai une question.,A1
"Il se caractérise par une fièvre, des maux, des lymphadénopathies cervicales postérieures et parfois un purpura du voile du palais.",C2
Je trouverai une autre solution à ce problème.,A2
Je suis à Camille,A1
Je me sens bien.,A1
"Mon ami, j'ai peur de la méchante femme.",A2
"""Avoir de la compassion pour"" signifie ""avoir pitié, sympathie"" pour quelqu'un.",A2
Soit nous le trouverons ridicule et ce sera un désastre.,B1
"Les dommages sont également importants mais personne ne peut le voir, car les hommes qui subissent un manipulateur ont tendance à minimiser leur souffrance",B2
Le folio ne peut pas s'endormir.,A1
Elle m'a donné cette table dont elle n'avait plus besoin.,B1
"Interrogée, de nombreux mathématiciens le contestent.",B2
Qu'est-ce qui contribue à ces troubles?,B1
La perspective de longues négociations pourrait peser sur l'investissement et la confiance des entreprises.,B2
"Que nous avons une augmentation, je crois maintenant que nous sommes + 30%",A2
L'impatience m'a dévoré: à tout moment j'ai consulté ma montre.,C2
"C'est une soupe de poisson, spécialité de Marseille",B1
"Certainement pas dans les restaurants étoilés où la qualité reste toujours satisfaisante, a évidemment convenu de s'endetter pendant les vingt prochaines années avant de goûter la dernière création du chef.",B2
"Une conversation normale est effectuée à 60 dB, tandis que le bruit du vent dans les arbres atteint 20 dB.",B2
"Réflexion sur la négation, sur ""Rien absolu que la philosophie doit reconnaître avant tout""",C2
"En 2015, des sources publiques ont révélé que SpaceX a développé son propre logiciel de simulation dynamique fluide afin d'améliorer leur capacité de simulation, d'évaluation et de conception de moteurs de fusée.",C1
La fête des mères est une journée très spéciale pendant laquelle les mères sont honorées.,A1
"Simone est une actrice, mais deux fois par mois, elle vient au siège de SNCF pour enregistrer ses annonces",B2
"Grâce à un bienfaiteur, Julien a grandi dans une famille qui a pris soin de lui et qui l'a éduqué.",A2
"Le moteur Wankel est un moteur de piston rotatif, dans lequel un piston triangulaire convertit l'énergie de la combustion du carburant en une énergie de rotation mécanique transmise à l'arbre du moteur.",C2
"Et en fait, les cheveux sont capables d'absorber son poids d'hydrocarbures jusqu'à huit fois",A2
"Nous vivons dans un univers bouleversé par les révolutions scientifiques et technologiques, par de nouvelles pratiques culturelles.",C2
"Cette indemnité devrait être obligatoire dans toutes les entreprises et communautés où les employés le demandent, explique Yoann Rouillac, président d'un groupe de travail à vélo.",B2
Je me demande si les fourmis dorment.,A2
Cela serait en effet susceptible de simplifier considérablement le débat et la controverse.,B2
"L'idée était de stimuler chez les étudiants l'esprit scientifique et les capacités d'expression, de promouvoir leur compréhension du monde et de leur permettre de mieux jouer leur rôle de citoyens en proposant des projets éducatifs orientés vers les questions sociales (éducation sanitaire, développement durable.).",C1
"Les clés sont là, je les ai trouvées",B1
"Le danseur est un sportif de haut niveau, en effet les danseurs sont des athlètes qui doivent avoir une formation quotidienne.",B2
"Il a utilisé l'extrémité de sa jambe ainsi qu'une raquette veloutée et a frappé juste assez fort pour le faire voler, sans infliger la moindre meurtrier, le corps d'une petite fille.",C2
"Non, plus tard, je ferai des marionnettes comme mon père.",A2
"Pour réussir dans une interview, vous devez écouter attentivement et répondre avec des phrases courtes",B1
"Le problème va du café tentant inintelligent pour communiquer avec des touristes abassés jusqu'à ce que nous voyions, aux plus hauts niveaux de la société française",C2
"Les gens voulaient fuir le monde, et généralement, où il y avait beaucoup de gens, c'était les destinations du Sud.",B1
"Une dame: tout le monde aime aller chercher les œufs. Quand il n'y a pas de poule qui pose. [Une poule à petit] hein, alors nous allons la laisser pondre, regardez, vous voyez?",B1
Le revenu des enfants sous autorité parentale est ajouté à celui du titulaire de l'autorité parentale.,B2
Je me souviens d'une anecdote en particulier.,A2
"Ainsi, le meilleur pour satisfaire son désir d'achat patriotique, est-il d'acheter une Toyota fabriquée dans le nord de la France ou d'offrir un Renaud hors de ses usines en Roumanie",B2
"Plus de magasins d'antan, au revoir les voisins que nous connaissons bien.",B1
"De la salle panoramique de ce restaurant, la vue sur la ville est magnifique.",B1
"Au sous-sol, il y a une cave, pour stocker le vin",B1
Le risque de plagiat?,C1
"Et, depuis sept ans, la Sorbonne a formé des promotions de ""écrivain public, assistant dans les procédures administratives et les écritures privées"" qui auront leurs talents dans les multiples secteurs couverts par la profession.",C1
"À gauche, c'est ma salle de bain, avec une vue sur mon jardin",A2
Il est injuste que nous ne puissions pas le condamner pour la faute qu'il a commis,B1
"J'étais reconnaissant de l'obligation que j'ai été montrée; mais parfois, ma timidité m'a empêché d'en profiter, parfois la fatigue d'une agitation vierge m'a fait préférer la solitude aux plaisirs insipides que j'ai été invité à partager.",C2
"Normalement, je suis moi qui cuisine le soir, mais samedi dernier, j'ai fait tout le nettoyage parce que ma mère était malade.",A2
"Le grand objet de ces expéditions nocturnes, dont le commandant en tissu en chef, était de visiter les lignes dormantes, avant que les pêcheurs n'aient entendu l'avertissement donné par les petites cloches.",C1
"Et pour une bonne raison: les seuls établissements non liés à la France sont des institutions privées, même si elles ne représentent que 5% des écoles, des collèges et des écoles secondaires.",C1
La classe de Mme Gaudé a joué une pièce en anglais et la classe de M. Préche a présenté un spectacle de danse.,A2
"Et je me demande ce que je vais faire le jour où je peux faire le spectacle, car c'est ma vie.",A2
"Certains sont partis furieux, jurant qu'ils ne se soumettraient jamais à un roi trop jeune pour avoir la barbe au menton",C2
"Aux États-Unis, les soldats risquent leur vie pour sauver des machines simples.",C2
Son acte serait donc déterminé par une extérieure,C2
"Et sans aucun doute, le romantisme allemand dans lequel ces mouvements de l'Esprit trouveront comme un liquide de cristallion ne se présente pas d'abord comme une conscience malheureuse, tout comme le romantisme français.",C2
"Chaque matin, il suit la même routine: il commence par se laver le visage avant de prendre une douche.",A2
"À nos esprits plus clairsets, il ne fait valoir que cette lumière exquise de l'éternité qui se trouve au fond de toutes les souffrances.",C1
"Les comparaisons entre les entreprises sont très difficiles et même si certains outils méthodologiques ont été développés tels que le moniteur des évaluations intangibles (sveiy) ou le tableau de bord équilibré (Norton et Kaplan), leurs approches restent discutées5",C2
"Aujourd'hui, la classe inversée, une innovation éducative qui est sans succès.",C1
Cette notion est très importante.,B2
L'atmosphère était détestable dans l'entreprise: j'ai fini par démissionner.,B1
"J'ai grimpé jusqu'à la mi-pente, démantelé et, tenant l'arc à demi-bandes, Parvins au sommet de la colline.",C1
Pourquoi le gouvernement a-t-il décidé une extension du public ciblé?,B2
"Un prêtre, confesseur du Marquis del Dongo, aurait pu sauver Prina en ouvrant la grille de l'église de San Giovanni, avant laquelle nous avons traîné le malheureux ministre, qui a même été abandonné dans le ruisseau, au milieu de la rue; mais ila refusé d'ouvrir sa grille avec dérision et, six mois plus tard, le marquis était heureux de lui faire faire un bon progrès.",C1
"Chaque année, l'humanité consomme plus de ressources que la terre ne peut la produire en un an.",A2
"Selon l'Institut, qui est basé sur d'autres études ou recherches, les raisons mentionnées peuvent être multiples: ""lassitude"", ""manque de temps"", ""difficultés de transport ou insatisfaction liées à l'atmosphère"".",C1
"L'une des caractéristiques originales de la fondation est d'impliquer la communauté scientifique dans la création de ressources éducatives, le soutien aux cours et la formation continue des enseignants.",C2
